"資料集名稱","檔案格式","下載連結","資料集類型","資料集描述","主要欄位說明","資料集提供機關","更新頻率" ,"授權方式","授權說明網址","計費方式","編碼格式","資料集提供機關聯絡人","資料集提供機關聯絡人電話","備註"
"國有非公用財產招標設定地上權資訊","xml","http://www.fnp.gov.tw/data.php?type=14&format=xml&lang=zh-tw","rawData","國產署近期辦理國有非公用不動產招標設定地上權公告資訊","年度,批號,公告日期,開標日期,標號,土地標示,面積,使用分區或使用編定,權利金底價,保證金金額,是否停標,位置圖網址","財政部國有財產署","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","劉小姐","02-27718121#2413",""
"國有非公用財產招標設定地上權資訊","json","http://www.fnp.gov.tw/data.php?type=14&format=json&lang=zh-tw","rawData","國產署近期辦理國有非公用不動產招標設定地上權公告資訊","年度,批號,公告日期,開標日期,標號,土地標示,面積,使用分區或使用編定,權利金底價,保證金金額,是否停標,位置圖網址","財政部國有財產署","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","劉小姐","02-27718121#2413",""
"國有非公用土地綠美化成果資訊","csv","http://www.fnp.gov.tw/data.php?type=61&format=csv&lang=zh-tw","rawData","國產署辦理國有非公用土地之綠美化成果資訊","土地標示,面積,土地所在位置,GoogleMap網址,美化前圖片網址,美化後圖片網址","財政部國有財產署","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","劉小姐","02-27718121#2413",""
"國有非公用土地綠美化成果資訊","xml","http://www.fnp.gov.tw/data.php?type=61&format=xml&lang=zh-tw","rawData","國產署辦理國有非公用土地之綠美化成果資訊","土地標示,面積,土地所在位置,GoogleMap網址,美化前圖片網址,美化後圖片網址","財政部國有財產署","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","劉小姐","02-27718121#2413",""
"國有非公用土地綠美化成果資訊","json","http://www.fnp.gov.tw/data.php?type=61&format=json&lang=zh-tw","rawData","國產署辦理國有非公用土地之綠美化成果資訊","土地標示,面積,土地所在位置,GoogleMap網址,美化前圖片網址,美化後圖片網址","財政部國有財產署","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","劉小姐","02-27718121#2413",""
"國有非公用土地未標脫資訊","csv","http://www.fnp.gov.tw/data.php?type=30&format=csv&lang=zh-tw","rawData","國產署最近一年內辦理國有非公用土地標售之未標脫土地資料","不動產標示,整筆面積,持分面積,使用分區,編定使用種類,國有持分,申報地價,公告現值,最近一期開標文號,最近一期開標日期","財政部國有財產署","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","劉小姐","02-27718121#2413",""
"國有非公用土地未標脫資訊","xml","http://www.fnp.gov.tw/data.php?type=30&format=xml&lang=zh-tw","rawData","國產署最近一年內辦理國有非公用土地標售之未標脫土地資料","不動產標示,整筆面積,持分面積,使用分區,編定使用種類,國有持分,申報地價,公告現值,最近一期開標文號,最近一期開標日期","財政部國有財產署","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","劉小姐","02-27718121#2413",""
"國有非公用土地未標脫資訊","json","http://www.fnp.gov.tw/data.php?type=30&format=json&lang=zh-tw","rawData","國產署最近一年內辦理國有非公用土地標售之未標脫土地資料","不動產標示,整筆面積,持分面積,使用分區,編定使用種類,國有持分,申報地價,公告現值,最近一期開標文號,最近一期開標日期","財政部國有財產署","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","劉小姐","02-27718121#2413",""
"國有非公用不動產機關用地資訊","csv","http://www.fnp.gov.tw/data.php?type=32&format=csv&lang=zh-tw","rawData","機關用地及行政區之國有非公用土地基本資料","不動產標示,國有持分,使用分區,編定使用種類,整筆面積,持分面積,公告現值,管理區分","財政部國有財產署","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","劉小姐","02-27718121#2413",""
"國有非公用不動產機關用地資訊","xml","http://www.fnp.gov.tw/data.php?type=32&format=xml&lang=zh-tw","rawData","機關用地及行政區之國有非公用土地基本資料","不動產標示,國有持分,使用分區,編定使用種類,整筆面積,持分面積,公告現值,管理區分","財政部國有財產署","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","劉小姐","02-27718121#2413",""
"國有非公用不動產機關用地資訊","json","http://www.fnp.gov.tw/data.php?type=32&format=json&lang=zh-tw","rawData","機關用地及行政區之國有非公用土地基本資料","不動產標示,國有持分,使用分區,編定使用種類,整筆面積,持分面積,公告現值,管理區分","財政部國有財產署","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","劉小姐","02-27718121#2413",""
"國有非公用不動產擬讓售房地資訊","csv","http://www.fnp.gov.tw/data.php?type=35&format=csv&lang=zh-tw","rawData","國產署已依規定受理申請讓售之國有非公用房地資訊","不動產標示,面積,國有持分,使用分區或使用地類別,期間","財政部國有財產署","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","劉小姐","02-27718121#2413",""
"國有非公用不動產擬讓售房地資訊","xml","http://www.fnp.gov.tw/data.php?type=35&format=xml&lang=zh-tw","rawData","國產署已依規定受理申請讓售之國有非公用房地資訊","不動產標示,面積,國有持分,使用分區或使用地類別,期間","財政部國有財產署","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","劉小姐","02-27718121#2413",""
"國有非公用不動產擬讓售房地資訊","json","http://www.fnp.gov.tw/data.php?type=35&format=json&lang=zh-tw","rawData","國產署已依規定受理申請讓售之國有非公用房地資訊","不動產標示,面積,國有持分,使用分區或使用地類別,期間","財政部國有財產署","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","劉小姐","02-27718121#2413",""
"國有不動產有償撥用資訊","csv","http://www.fnp.gov.tw/opendata/data.php?source=PaidApp&format=csv&lang=zh-tw","rawData","各機關申請有償撥用國有不動產資訊","申請日期,收文文號,申請機關,土地標示,地號,面積,國有持分,管理機關","財政部國有財產署","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","劉小姐","02-27718121#2413",""
"國有不動產有償撥用資訊","xml","http://www.fnp.gov.tw/opendata/data.php?source=PaidApp&format=xml&lang=zh-tw","rawData","各機關申請有償撥用國有不動產資訊","申請日期,收文文號,申請機關,土地標示,地號,面積,國有持分,管理機關","財政部國有財產署","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","劉小姐","02-27718121#2413",""
"國有不動產有償撥用資訊","json","http://www.fnp.gov.tw/opendata/data.php?source=PaidApp&format=json&lang=zh-tw","rawData","各機關申請有償撥用國有不動產資訊","申請日期,收文文號,申請機關,土地標示,地號,面積,國有持分,管理機關","財政部國有財產署","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","劉小姐","02-27718121#2413",""
"歷年各業受僱員工每人每月經常性薪資","xml","http://www.dgbas.gov.tw/public/data/open/Cen/Mp0501A02.xml","rawData","各業受僱員工每人每月經常性薪資之歷年各月資料","經常性薪資：指每月給付受僱員工之工作報酬；包括本薪及按月給付之固定津貼及獎金，如危險津貼、交通費、膳食費、水電費、按月發放之工作（生產、績效、業績）獎金及全勤獎金等；其以實物方式給付者，應按實價折值計入；以上均不扣除應付所得稅，保險費及工會會費。","行政院主計總處","每月","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8","劉先生","23803637",""
"歷年工業及服務業受僱員工概況－按年資、年齡及教育程度分","xml","http://www.dgbas.gov.tw/public/data/open/Cen/Mp0502a01.xml","rawData","工業及服務業受僱員工人數結構之歷年資料，按年資、年齡及教育程度發布","年資係指受僱員工於事業單位從事工作所累計之服務年資。 ","行政院主計總處","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8","劉先生","23803637",""
"歷年工業及服務業受僱員工勞動報酬結構","xml","http://www.dgbas.gov.tw/public/data/open/Cen/Mp0502A02.xml","rawData","工業及服務業受僱員工薪資報酬與非薪資報酬結構之歷年資料","1.經常性薪資：指按月支付員工之報酬，包括本薪、按月給付之固定津貼及獎金。2.	非經常性薪資：包括加班費與非按月發放之工作、績效、全勤獎金、年節獎金、員工紅利等。3.員工保險費：指員工參加全民健康保險、公務人員保險、勞工保險、團體保險或意外傷害險等，所應繳交之保險費中，由雇主負擔之金額。4.退休準備金：全年雇主為員工提撥退休金之金額，含新制及舊制提撥金額。5.資遣費：指事業單位依法資遣員工時，發放的金額。6.職工福利金：填寫該事業單位全年提撥給職工福利委員會之總額。7.其他福利金：包括教育補助費、婚喪補助費、生育補助費、傷殘補助費及員工生日禮品折值等；但不包含工作服及作業用品等支出。","行政院主計總處","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8","劉先生","23803637",""
"花蓮區農業改良場育成品種","json","http://data.coa.gov.tw/Service/OpenData/BredData.aspx","rawData","提供資料包含：文章編號、品種名稱、簡述、育成時間、品種描述、圖片連結、文章連結、文章最後更新時間等欄位資料。","提供資料包含：文章編號、品種名稱、簡述、育成時間、品種描述、圖片連結、文章連結、文章最後更新時間等欄位資料。","行政院農業委員會","每月","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8","曾小姐","03-8541881",""
"花蓮區農業改良場技術授權資訊","json","http://data.coa.gov.tw/Service/OpenData/HuaLienFarm.aspx","rawData","提供資料包含：單元代碼、總筆數、文章編號、名稱、授權日期、授權形式及年限、授權廠商、聯絡人、電話、傳真、地址、電子信箱、圖片連結、文章連結、文章最後更新時間、建檔時間等欄位資料。","提供資料包含：單元代碼、總筆數、文章編號、名稱、授權日期、授權形式及年限、授權廠商、聯絡人、電話、傳真、地址、電子信箱、圖片連結、文章連結、文章最後更新時間、建檔時間等欄位資料。","行政院農業委員會","每月","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8","曾小姐","03-8541881",""
"國立科學工藝博物館館藏圖書書目","csv","http://www.nstm.gov.tw/opendata/lib.aspx","rawData","提供科工館館藏圖書之書名,作者,版本,出版社等資訊","書名,作者,版本,出版社","國立科學工藝博物館","即時更新","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8","張先生","07-3800089-8480",""
"國立科學工藝博物館出版品資料集","csv","http://www.nstm.gov.tw/opendata/publish.aspx","rawData","包含科工館期刊、出版品等資料","書名,作者,版本","國立科學工藝博物館","每天","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8","張先生","07-3800089-8480",""
"國立科學工藝博物館研討會資訊","csv","http://www.nstm.gov.tw/opendata/Seminar.aspx","rawData","科工館辦理之各項研討會、工作坊、學術活動資訊","名稱,場次,開始日期,開始時間,結束日期,結束時間,地點,費用","國立科學工藝博物館","每天","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8","張先生","07-3800089-8480",""
"國立科學工藝博物館場地租借情況資料集","csv","http://www.nstm.gov.tw/opendata/reserve.aspx","rawData","提供科工館之教室、演講廳、場地等之借用及使用情形。","場地名稱,預約日期,預約時段","國立科學工藝博物館","每天","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8","張先生","07-3800089-8480",""
